run_id,gt,taskid,seed,domain,n_queries,search_correct,mean_query_chars,unique_query_tokens,generic_hit_rate,sim_persona_brief,sim_persona_query,sim_brief_query,sim_actionable_brief,sim_actionable_query,drop_persona_brief_to_query,drop_actionable_brief_to_query
pilot_task18_User22_seed0,User22,18,0,Travel,27,False,53.44444444444444,75,0.0,0.24298441410064697,0.14441917836666107,0.6467036604881287,0.15349812805652618,0.24400369822978973,0.0985652357339859,-0.09050557017326355
pilot_task18_User22_seed1,User22,18,1,Travel,27,False,57.7037037037037,89,0.0,0.261324405670166,0.18157482147216797,0.5998671054840088,0.17232219874858856,0.2801223695278168,0.07974958419799805,-0.10780017077922821
pilot_task22_User14_seed0,User14,22,0,Finance,19,False,42.63157894736842,28,0.0,0.3678976893424988,0.1801714152097702,0.41970568895339966,0.3200363218784332,0.1480804979801178,0.18772627413272858,0.17195582389831543
pilot_task22_User14_seed1,User14,22,1,Finance,21,False,72.9047619047619,79,0.047619047619047616,0.2965121269226074,0.28214699029922485,0.5048154592514038,0.3049141764640808,0.203710675239563,0.014365136623382568,0.10120350122451782
pilot_task22_User15_seed0,User15,22,0,Finance,18,True,30.77777777777778,1,0.0,0.23748333752155304,0.13942590355873108,0.26798713207244873,0.3586394786834717,0.1749556064605713,0.09805743396282196,0.1836838722229004
pilot_task22_User15_seed1,User15,22,1,Finance,27,True,27.22222222222222,3,0.0,0.18484580516815186,0.16511847078800201,0.19120043516159058,0.2821393311023712,0.13627460598945618,0.01972733438014984,0.14586472511291504
pilot_task22_User18_seed0,User18,22,0,Finance,39,False,34.30769230769231,39,0.0,0.3398892283439636,0.11766970902681351,0.3397469222545624,0.23629897832870483,0.19238176941871643,0.22221951931715012,0.0439172089099884
pilot_task22_User18_seed1,User18,22,1,Finance,28,False,33.32142857142857,28,0.0,0.2563926875591278,0.17887745797634125,0.4278779923915863,0.2160109579563141,0.1975131779909134,0.07751522958278656,0.018497779965400696
pilot_task24_User12_seed0,User12,24,0,Finance,41,False,27.097560975609756,19,0.0,0.34909680485725403,0.24036048352718353,0.49729424715042114,0.16408756375312805,0.08146657049655914,0.1087363213300705,0.08262099325656891
pilot_task24_User12_seed1,User12,24,1,Finance,32,False,25.21875,0,0.0,0.3067352771759033,0.23557880520820618,0.2645060420036316,0.14520592987537384,0.10307499021291733,0.07115647196769714,0.04213093966245651
pilot_task24_User13_seed0,User13,24,0,Finance,43,True,25.651162790697676,5,0.0,0.21489913761615753,0.19278624653816223,0.27642515301704407,0.10270930826663971,0.11902706325054169,0.0221128910779953,-0.016317754983901978
pilot_task24_User13_seed1,User13,24,1,Finance,31,True,25.29032258064516,1,0.0,0.23267927765846252,0.2200009822845459,0.2294875979423523,0.12136853486299515,0.14203882217407227,0.012678295373916626,-0.020670287311077118
pilot_task24_User17_seed0,User17,24,0,Finance,50,False,23.14,15,0.0,0.3756495714187622,0.147647425532341,0.2793906629085541,0.11705610156059265,0.12471981346607208,0.2280021458864212,-0.007663711905479431
pilot_task24_User17_seed1,User17,24,1,Finance,41,False,25.634146341463413,1,0.0,0.3756214380264282,0.14357896149158478,0.2709461450576782,0.08213800191879272,0.09279031306505203,0.23204247653484344,-0.010652311146259308
pilot_task27_User13_seed0,User13,27,0,Creative,34,False,33.76470588235294,57,0.029411764705882353,0.14689411222934723,0.16359731554985046,0.4469894766807556,0.1610039621591568,0.2344299852848053,-0.016703203320503235,-0.0734260231256485
pilot_task27_User13_seed1,User13,27,1,Creative,34,False,55.05882352941177,78,0.058823529411764705,0.13577036559581757,0.06295956671237946,0.3645361065864563,0.1887361705303192,0.221634179353714,0.07281079888343811,-0.032898008823394775
pilot_task27_User14_seed0,User14,27,0,Creative,40,False,38.825,80,0.025,0.17870691418647766,0.03439020738005638,0.22469347715377808,0.1993686854839325,0.02334478124976158,0.14431670680642128,0.1760239042341709
pilot_task27_User14_seed1,User14,27,1,Creative,34,True,48.088235294117645,89,0.058823529411764705,0.25036436319351196,0.05316998064517975,0.2600407600402832,0.24551434814929962,0.12406957894563675,0.19719438254833221,0.12144476920366287
pilot_task27_User2_seed0,User2,27,0,Creative,36,False,34.833333333333336,44,0.0,0.06291914731264114,0.09308186173439026,0.07633256167173386,0.1812649667263031,0.03187333047389984,-0.030162714421749115,0.14939163625240326
pilot_task27_User2_seed1,User2,27,1,Creative,42,True,48.42857142857143,94,0.023809523809523808,0.09700784087181091,-0.0276566743850708,0.19651634991168976,0.20915913581848145,0.04973208159208298,0.12466451525688171,0.15942705422639847
pilot_task29_User10_seed0,User10,29,0,Creative,40,True,31.15,44,0.0,0.3428228199481964,0.3094249367713928,0.6264451742172241,0.3629811406135559,0.32820606231689453,0.03339788317680359,0.03477507829666138
pilot_task29_User10_seed1,User10,29,1,Creative,42,True,26.69047619047619,27,0.0,0.2257808893918991,0.2711920738220215,0.25269871950149536,0.3372921943664551,0.1982322633266449,-0.045411184430122375,0.13905993103981018
pilot_task29_User13_seed0,User13,29,0,Creative,37,True,30.864864864864863,35,0.0,0.307458758354187,0.2742391526699066,0.5455862283706665,0.3485817611217499,0.26712945103645325,0.033219605684280396,0.08145231008529663
pilot_task29_User13_seed1,User13,29,1,Creative,44,True,28.0,28,0.0,0.21823693811893463,0.24751529097557068,0.27726107835769653,0.35543397068977356,0.219259113073349,-0.029278352856636047,0.13617485761642456
pilot_task29_User18_seed0,User18,29,0,Creative,37,False,24.864864864864863,8,0.0,0.30994898080825806,0.21016952395439148,0.29926902055740356,0.3254440426826477,0.1627853512763977,0.09977945685386658,0.16265869140625
pilot_task29_User18_seed1,User18,29,1,Creative,37,False,45.270270270270274,75,0.0,0.34082770347595215,0.22904133796691895,0.5890600085258484,0.31622791290283203,0.2560356557369232,0.1117863655090332,0.060192257165908813
pilot_task2_User2_seed0,User2,2,0,Education,38,True,67.76315789473684,97,0.0,0.41448166966438293,0.38982707262039185,0.6557711362838745,0.2607245147228241,0.33864516019821167,0.02465459704399109,-0.07792064547538757
pilot_task2_User2_seed1,User2,2,1,Education,38,True,74.89473684210526,99,0.0,0.4780914783477783,0.3098711371421814,0.617461085319519,0.3690006732940674,0.32819369435310364,0.16822034120559692,0.040806978940963745
pilot_task2_User6_seed0,User6,2,0,Education,45,True,76.4,100,0.0,0.389198899269104,0.3314160108566284,0.6166724562644958,0.25348490476608276,0.34246915578842163,0.057782888412475586,-0.08898425102233887
pilot_task2_User6_seed1,User6,2,1,Education,35,True,58.51428571428571,78,0.0,0.42540442943573,0.28366392850875854,0.6615821719169617,0.33255085349082947,0.30885279178619385,0.14174050092697144,0.02369806170463562
pilot_task2_User7_seed0,User7,2,0,Education,38,True,70.23684210526316,96,0.0,0.49792882800102234,0.22900596261024475,0.5397870540618896,0.40460526943206787,0.336697518825531,0.2689228653907776,0.06790775060653687
pilot_task2_User7_seed1,User7,2,1,Education,38,True,66.23684210526316,104,0.0,0.2884899377822876,0.24113741517066956,0.5645704865455627,0.33164066076278687,0.29776012897491455,0.04735252261161804,0.033880531787872314
pilot_task32_User11_seed0,User11,32,0,Shopping,27,False,40.18518518518518,38,0.0,0.1912483274936676,0.1593310534954071,0.38684409856796265,0.252107173204422,0.1832486391067505,0.0319172739982605,0.06885853409767151
pilot_task32_User11_seed1,User11,32,1,Shopping,26,False,21.076923076923077,3,0.0,0.24767063558101654,0.1797172874212265,0.1944568008184433,0.24294602870941162,0.051743634045124054,0.06795334815979004,0.19120239466428757
pilot_task32_User13_seed0,User13,32,0,Shopping,37,True,25.10810810810811,33,0.0,0.3878072500228882,0.2221316695213318,0.28657248616218567,0.2547113299369812,0.1328202337026596,0.1656755805015564,0.1218910962343216
pilot_task32_User13_seed1,User13,32,1,Shopping,42,True,23.952380952380953,32,0.0,0.39136385917663574,0.24088773131370544,0.1916859745979309,0.23598414659500122,0.13555869460105896,0.1504761278629303,0.10042545199394226
pilot_task32_User18_seed0,User18,32,0,Shopping,26,False,27.307692307692307,6,0.0,0.2118891328573227,0.18805739283561707,0.11379103362560272,0.27954620122909546,-0.026597024872899055,0.023831740021705627,0.3061432261019945
pilot_task32_User18_seed1,User18,32,1,Shopping,48,True,30.875,61,0.0,0.2556467652320862,0.18364599347114563,0.27199316024780273,0.2846216857433319,0.14140991866588593,0.07200077176094055,0.14321176707744598
pilot_task33_User12_seed0,User12,33,0,Shopping,28,True,72.32142857142857,83,0.0,0.33675143122673035,0.1724551022052765,0.6159762740135193,0.24260279536247253,0.18339985609054565,0.16429632902145386,0.05920293927192688
pilot_task33_User12_seed1,User12,33,1,Shopping,35,True,63.51428571428571,95,0.0,0.3163639307022095,0.1876288205385208,0.5825378894805908,0.27765387296676636,0.2006731778383255,0.12873511016368866,0.07698069512844086
pilot_task33_User13_seed0,User13,33,0,Shopping,25,True,62.64,75,0.0,0.3442203998565674,0.194881409406662,0.5866087079048157,0.2809161841869354,0.1408112794160843,0.1493389904499054,0.14010490477085114
pilot_task33_User13_seed1,User13,33,1,Shopping,40,True,66.025,123,0.0,0.3290781080722809,0.17734253406524658,0.5967748165130615,0.28095996379852295,0.1644764244556427,0.1517355740070343,0.11648353934288025
pilot_task33_User7_seed0,User7,33,0,Shopping,22,True,88.95454545454545,111,0.045454545454545456,0.33345773816108704,0.16449934244155884,0.7024247050285339,0.19497832655906677,0.2064068615436554,0.1689583957195282,-0.011428534984588623
pilot_task33_User7_seed1,User7,33,1,Shopping,33,False,69.60606060606061,106,0.24242424242424243,0.34093886613845825,0.12022313475608826,0.5428393483161926,0.24336960911750793,0.2336670160293579,0.22071573138237,0.009702593088150024
pilot_task37_User14_seed0,User14,37,0,Real Estate,19,False,53.578947368421055,84,0.0,0.30087777972221375,0.31826600432395935,0.6116888523101807,0.3280161917209625,0.3180997371673584,-0.017388224601745605,0.009916454553604126
pilot_task37_User14_seed1,User14,37,1,Real Estate,8,False,24.125,1,0.0,0.21602466702461243,0.1661367416381836,0.13463112711906433,0.30476057529449463,0.1044570729136467,0.04988792538642883,0.20030350238084793
pilot_task37_User20_seed0,User20,37,0,Real Estate,21,False,49.57142857142857,76,0.0,0.1627960503101349,0.29333946108818054,0.42957955598831177,0.32934001088142395,0.35510388016700745,-0.13054341077804565,-0.025763869285583496
pilot_task37_User20_seed1,User20,37,1,Real Estate,19,False,52.89473684210526,67,0.0,0.3405141532421112,0.3468836843967438,0.6833580136299133,0.3158744275569916,0.41353702545166016,-0.006369531154632568,-0.09766259789466858
pilot_task37_User8_seed0,User8,37,0,Real Estate,19,False,30.42105263157895,11,0.0,0.25269779562950134,0.24998238682746887,0.14855532348155975,0.23457328975200653,0.20522895455360413,0.0027154088020324707,0.029344335198402405
pilot_task37_User8_seed1,User8,37,1,Real Estate,16,False,23.8125,4,0.0,0.4402843713760376,0.18611374497413635,0.21661898493766785,0.2915867865085602,0.10676388442516327,0.25417062640190125,0.1848229020833969
pilot_task38_User10_seed0,User10,38,0,Real Estate,23,True,29.47826086956522,0,0.0,0.38400691747665405,0.3844810724258423,0.2710093557834625,0.3207550346851349,0.17799131572246552,-0.0004741549491882324,0.14276371896266937
pilot_task38_User10_seed1,User10,38,1,Real Estate,32,True,32.8125,12,0.0,0.42151203751564026,0.31748807430267334,0.3032280206680298,0.24513283371925354,0.1733035445213318,0.10402396321296692,0.07182928919792175
pilot_task38_User12_seed0,User12,38,0,Real Estate,29,True,28.689655172413794,11,0.0,0.4056381583213806,0.2597375214099884,0.34216219186782837,0.24530526995658875,0.0454782098531723,0.1459006369113922,0.19982706010341644
pilot_task38_User12_seed1,User12,38,1,Real Estate,27,True,28.0,6,0.0,0.3393581211566925,0.1997016966342926,0.30672603845596313,0.20057272911071777,0.0018058661371469498,0.1396564245223999,0.19876686297357082
pilot_task38_User19_seed0,User19,38,0,Real Estate,41,False,29.048780487804876,27,0.0,0.4381193518638611,0.277540922164917,0.22483232617378235,0.23313787579536438,0.18016469478607178,0.1605784296989441,0.0529731810092926
pilot_task38_User19_seed1,User19,38,1,Real Estate,27,False,30.77777777777778,1,0.0,0.48714396357536316,0.3289068639278412,0.3434727191925049,0.20511186122894287,0.1535492092370987,0.15823709964752197,0.05156265199184418
pilot_task42_User11_seed0,User11,42,0,Law,28,True,68.64285714285714,112,0.07142857142857142,0.2607455849647522,0.20012544095516205,0.7202889919281006,0.15280699729919434,0.1583501398563385,0.06062014400959015,-0.005543142557144165
pilot_task42_User11_seed1,User11,42,1,Law,33,True,73.66666666666667,130,0.0,0.253367155790329,0.2678559124469757,0.656774640083313,0.13845086097717285,0.18842464685440063,-0.014488756656646729,-0.04997378587722778
pilot_task42_User18_seed0,User18,42,0,Law,25,False,72.76,101,0.0,0.29280349612236023,0.244951531291008,0.6878752708435059,0.09995906054973602,0.23348909616470337,0.047851964831352234,-0.13353003561496735
pilot_task42_User18_seed1,User18,42,1,Law,28,False,68.10714285714286,98,0.0,0.2641139626502991,0.2910667359828949,0.701777994632721,0.07967892289161682,0.16626310348510742,-0.026952773332595825,-0.0865841805934906
pilot_task42_User1_seed0,User1,42,0,Law,36,False,72.25,114,0.0,0.2659044861793518,0.26750609278678894,0.6950687766075134,0.15639448165893555,0.25400596857070923,-0.0016016066074371338,-0.09761148691177368
pilot_task42_User1_seed1,User1,42,1,Law,28,True,65.64285714285714,99,0.07142857142857142,0.28276199102401733,0.2388615608215332,0.7139447927474976,0.09866027534008026,0.23251879215240479,0.04390043020248413,-0.13385851681232452
pilot_task43_User10_seed0,User10,43,0,Law,34,True,54.911764705882355,48,0.0,0.3129581809043884,0.2859724760055542,0.7383211851119995,0.08109317719936371,0.09452418982982635,0.02698570489883423,-0.013431012630462646
pilot_task43_User10_seed1,User10,43,1,Law,30,True,36.46666666666667,0,0.0,0.2935321033000946,0.2909712791442871,0.25748109817504883,0.03648960962891579,0.18679651618003845,0.002560824155807495,-0.15030690655112267
pilot_task43_User11_seed0,User11,43,0,Law,26,False,38.92307692307692,28,0.0,0.2736808955669403,0.2745039463043213,0.5629246830940247,-0.034659817814826965,0.021250542253255844,-0.0008230507373809814,-0.05591036006808281
pilot_task43_User11_seed1,User11,43,1,Law,30,True,27.1,10,0.0,0.31831204891204834,0.18860627710819244,0.23518452048301697,-0.040335576981306076,0.11097300052642822,0.1297057718038559,-0.1513085775077343
pilot_task43_User18_seed0,User18,43,0,Law,29,True,30.79310344827586,9,0.0,0.2634423077106476,0.17182773351669312,0.19771885871887207,0.016406094655394554,0.12025858461856842,0.09161457419395447,-0.10385248996317387
pilot_task43_User18_seed1,User18,43,1,Law,12,False,58.75,28,0.0,0.26512959599494934,0.2480945736169815,0.6468613743782043,0.02736097015440464,0.07612922042608261,0.017035022377967834,-0.04876825027167797
pilot_task47_User12_seed0,User12,47,0,Parenting,19,False,63.68421052631579,59,0.0,0.18472270667552948,0.16218477487564087,0.5901709794998169,0.32347798347473145,0.27148330211639404,0.02253793179988861,0.0519946813583374
pilot_task47_User12_seed1,User12,47,1,Parenting,40,True,70.05,119,0.0,0.21592660248279572,0.20998376607894897,0.7337725162506104,0.3264772891998291,0.40096139907836914,0.005942836403846741,-0.07448410987854004
pilot_task47_User16_seed0,User16,47,0,Parenting,34,True,67.8529411764706,104,0.0,0.24696117639541626,0.2746109664440155,0.5567083358764648,0.2989208400249481,0.34837502241134644,-0.027649790048599243,-0.049454182386398315
pilot_task47_User16_seed1,User16,47,1,Parenting,17,True,77.76470588235294,67,0.0,0.20976576209068298,0.09285581111907959,0.590979814529419,0.2498283088207245,0.2707715630531311,0.1169099509716034,-0.020943254232406616
pilot_task47_User17_seed0,User17,47,0,Parenting,29,False,82.41379310344827,105,0.0,0.15056340396404266,0.0777190551161766,0.7331098318099976,0.3708652853965759,0.4405551552772522,0.07284434884786606,-0.06968986988067627
pilot_task47_User17_seed1,User17,47,1,Parenting,23,False,85.82608695652173,89,0.0,0.17543049156665802,0.1315719187259674,0.754210352897644,0.3908766508102417,0.5325952768325806,0.04385857284069061,-0.14171862602233887
pilot_task48_User10_seed0,User10,48,0,Parenting,24,True,72.04166666666667,103,0.041666666666666664,0.43599945306777954,0.3891245126724243,0.7333555817604065,0.2896367907524109,0.4546961188316345,0.046874940395355225,-0.16505932807922363
pilot_task48_User10_seed1,User10,48,1,Parenting,14,True,69.71428571428571,76,0.0,0.4507124125957489,0.4867600202560425,0.7074475884437561,0.287709504365921,0.4308832287788391,-0.03604760766029358,-0.1431737244129181
pilot_task48_User12_seed0,User12,48,0,Parenting,28,True,62.607142857142854,96,0.0,0.36431175470352173,0.26888424158096313,0.6277746558189392,0.26988279819488525,0.3541407585144043,0.0954275131225586,-0.08425796031951904
pilot_task48_User12_seed1,User12,48,1,Parenting,16,False,65.1875,60,0.0,0.27024829387664795,0.2066563367843628,0.6246886253356934,0.2735028564929962,0.28793027997016907,0.06359195709228516,-0.014427423477172852
pilot_task48_User13_seed0,User13,48,0,Parenting,17,False,74.17647058823529,91,0.0,0.5747571587562561,0.3601456880569458,0.6191698312759399,0.3204163908958435,0.37446773052215576,0.2146114706993103,-0.054051339626312256
pilot_task48_User13_seed1,User13,48,1,Parenting,30,False,63.833333333333336,111,0.0,0.4645578861236572,0.31763553619384766,0.5665845274925232,0.2986520528793335,0.27915188670158386,0.14692234992980957,0.019500166177749634
pilot_task4_User19_seed0,User19,4,0,Education,36,True,50.69444444444444,74,0.0,0.5430936813354492,0.36689484119415283,0.5119215846061707,0.28517717123031616,0.25281187891960144,0.1761988401412964,0.03236529231071472
pilot_task4_User19_seed1,User19,4,1,Education,32,True,54.5625,65,0.0,0.5111960172653198,0.2976776957511902,0.3813008666038513,0.2933756113052368,0.222242072224617,0.21351832151412964,0.07113353908061981
pilot_task4_User21_seed0,User21,4,0,Education,41,True,67.0,89,0.0,0.3413524329662323,0.16779938340187073,0.47538983821868896,0.27672988176345825,0.26982638239860535,0.17355304956436157,0.006903499364852905
pilot_task4_User21_seed1,User21,4,1,Education,31,True,57.645161290322584,84,0.0,0.3551532030105591,0.19484373927116394,0.3844446539878845,0.34812045097351074,0.24747323989868164,0.16030946373939514,0.1006472110748291
pilot_task4_User9_seed0,User9,4,0,Education,41,True,54.36585365853659,84,0.0,0.3159669041633606,0.23219230771064758,0.45753586292266846,0.15958629548549652,0.24607157707214355,0.08377459645271301,-0.08648528158664703
pilot_task4_User9_seed1,User9,4,1,Education,29,True,41.827586206896555,52,0.0,0.3939751386642456,0.304546982049942,0.4636397659778595,0.18635359406471252,0.17023077607154846,0.08942815661430359,0.016122817993164062
pilot_task7_User10_seed0,User10,7,0,Career,17,False,75.0,99,0.058823529411764705,0.15837609767913818,0.18406304717063904,0.5527346730232239,0.2156500220298767,0.4465039372444153,-0.025686949491500854,-0.23085391521453857
pilot_task7_User10_seed1,User10,7,1,Career,34,False,61.88235294117647,113,0.058823529411764705,0.15856391191482544,0.09898927062749863,0.4335179030895233,0.20944353938102722,0.38619670271873474,0.05957464128732681,-0.17675316333770752
pilot_task7_User18_seed0,User18,7,0,Career,34,False,65.6470588235294,104,0.0,0.23576688766479492,0.2089710533618927,0.5537656545639038,0.16569781303405762,0.38981011509895325,0.02679583430290222,-0.22411230206489563
pilot_task7_User18_seed1,User18,7,1,Career,34,False,59.6764705882353,145,0.0,0.22885113954544067,0.16647383570671082,0.5569814443588257,0.19074377417564392,0.3561685383319855,0.06237730383872986,-0.16542476415634155
pilot_task7_User19_seed0,User19,7,0,Career,27,False,69.48148148148148,123,0.037037037037037035,0.1409161388874054,0.16127406060695648,0.5522749423980713,0.16327953338623047,0.352772057056427,-0.020357921719551086,-0.18949252367019653
pilot_task7_User19_seed1,User19,7,1,Career,32,False,66.9375,125,0.0,0.14953982830047607,0.14374887943267822,0.5408931374549866,0.20390942692756653,0.38441771268844604,0.0057909488677978516,-0.18050828576087952
pilot_task9_User18_seed0,User18,9,0,Career,36,True,46.80555555555556,75,0.0,0.3651173412799835,0.257789671421051,0.604516863822937,0.18108899891376495,0.2962522506713867,0.1073276698589325,-0.11516325175762177
pilot_task9_User18_seed1,User18,9,1,Career,25,True,60.92,87,0.0,0.35069140791893005,0.2735567092895508,0.5382394790649414,0.14522279798984528,0.2943194508552551,0.07713469862937927,-0.14909665286540985
pilot_task9_User8_seed0,User8,9,0,Career,21,True,51.714285714285715,58,0.0,0.36806899309158325,0.320406973361969,0.5590375065803528,0.23561501502990723,0.32994163036346436,0.04766201972961426,-0.09432661533355713
pilot_task9_User8_seed1,User8,9,1,Career,21,True,54.76190476190476,71,0.0,0.35161638259887695,0.36761340498924255,0.2791635990142822,0.22116172313690186,0.24730972945690155,-0.0159970223903656,-0.026148006319999695
pilot_task9_User9_seed0,User9,9,0,Career,20,False,61.35,69,0.0,0.3960839807987213,0.2759515047073364,0.6214489936828613,0.1796271800994873,0.3438624143600464,0.12013247609138489,-0.16423523426055908
pilot_task9_User9_seed1,User9,9,1,Career,22,False,58.90909090909091,73,0.0,0.27685874700546265,0.32564833760261536,0.5247392058372498,0.1970556080341339,0.25497525930404663,-0.04878959059715271,-0.05791965126991272
